Customer_ID,Order_Date,Region,Category,Order_Value,Discount_Pct,Delivery_Days,Recency_Days,Frequency,Churn,Customer_Rating
C00377,2024-04-29,South,Sports,151.14,9.89,3,112,3,0,5
C00564,2024-04-30,East,Fashion,63.3,11.89,4,46,3,0,3
C00227,2024-04-30,East,Electronics,95.22,20.91,3,83,5,0,5
C00318,2024-05-01,North,Fashion,92.03,12.12,3,27,5,0,4
C00249,2024-05-01,East,Home,76.46,13.68,4,126,6,0,5
C00526,2024-05-01,South,Fashion,80.45,6.06,5,27,5,0,3
C00640,2024-05-01,East,Electronics,152.98,2.0,4,122,7,1,2
C00015,2024-05-02,North,Home,114.73,3.29,1,91,4,1,5
C00398,2024-05-03,West,Beauty,52.05,7.58,6,55,8,0,3
C00474,2024-05-03,North,Fashion,86.35,0.0,5,146,3,0,3
C00490,2024-05-03,South,Sports,60.11,9.26,4,53,5,0,4
C00176,2024-05-03,South,Electronics,135.99,10.61,4,12,8,0,3
C00662,2024-05-04,South,Beauty,73.01,20.39,6,53,6,0,3
C00136,2024-05-04,East,Home,86.47,17.93,6,29,6,0,3
C00049,2024-05-04,South,Sports,35.76,6.99,4,45,5,0,3
C00495,2024-05-05,East,Electronics,321.69,5.26,3,35,2,0,4
C00329,2024-05-05,North,Home,90.6,21.67,6,27,3,0,3
C00366,2024-05-05,East,Home,84.34,20.16,2,84,4,0,5
C00169,2024-05-05,East,Home,66.09,19.19,1,75,2,0,4
C00672,2024-05-05,North,Fashion,60.25,7.41,1,81,6,0,4
C00146,2024-05-07,South,Fashion,129.22,17.67,3,97,3,0,3
C00103,2024-05-07,North,Fashion,69.79,5.6,2,31,5,0,4
C00671,2024-05-07,South,Home,47.03,21.08,3,26,4,0,4
C00221,2024-05-07,North,Beauty,44.27,14.13,6,79,6,1,3
C00334,2024-05-07,East,Electronics,146.07,18.93,4,28,4,0,4
C00498,2024-05-08,South,Electronics,143.36,23.14,2,65,11,0,3
C00007,2024-05-08,West,Home,137.46,14.35,4,78,5,0,3
C00280,2024-05-08,East,Home,93.64,2.78,4,55,3,0,4
C00308,2024-05-08,North,Sports,116.55,1.27,4,123,5,0,3
C00641,2024-05-08,North,Fashion,77.32,8.1,3,18,10,0,4
C00337,2024-05-09,North,Electronics,105.77,2.68,2,45,5,1,3
C00170,2024-05-10,North,Electronics,80.57,12.97,6,33,2,0,4
C00366,2024-05-10,East,Home,107.71,17.52,6,34,5,0,4
C00460,2024-05-10,East,Beauty,42.98,5.73,5,103,10,0,3
C00208,2024-05-10,West,Electronics,113.92,6.7,1,32,6,0,3
C00575,2024-05-10,South,Sports,60.49,24.77,2,45,9,0,5
C00139,2024-05-11,East,Sports,81.68,10.23,5,76,4,0,4
C00195,2024-05-11,East,Fashion,58.59,14.02,3,66,4,0,4
C00515,2024-05-11,South,Home,66.78,9.39,4,82,3,1,3
C00471,2024-05-11,South,Home,98.68,0.0,4,9,9,1,4
C00148,2024-05-11,North,Fashion,48.37,25.89,2,71,6,0,4
C00250,2024-05-11,North,Beauty,46.65,0.0,5,69,5,0,3
C00217,2024-05-11,East,Fashion,84.54,19.88,3,103,9,0,3
C00413,2024-05-12,West,Fashion,44.33,9.03,5,112,7,0,4
C00329,2024-05-12,North,Electronics,261.16,6.71,2,120,3,0,3
C00330,2024-05-12,East,Beauty,48.12,12.86,7,11,5,0,3
C00668,2024-05-13,East,Beauty,29.55,9.71,3,16,7,0,3
C00155,2024-05-14,West,Sports,72.12,13.29,2,21,4,0,4
C00277,2024-05-14,West,Home,99.05,11.58,1,67,5,0,5
C00632,2024-05-14,North,Fashion,89.61,14.85,4,33,7,0,3
C00361,2024-05-14,North,Sports,80.63,11.44,5,47,5,1,3
C00032,2024-05-15,East,Fashion,48.41,17.15,3,55,6,1,3
C00381,2024-05-15,East,Fashion,51.16,16.69,2,83,8,0,4
C00607,2024-05-16,South,Electronics,129.8,10.42,3,39,1,0,4
C00353,2024-05-16,West,Home,86.19,7.39,5,23,3,0,4
C00172,2024-05-16,South,Beauty,40.15,15.89,5,34,6,0,3
C00435,2024-05-16,West,Home,48.02,25.6,4,95,4,0,2
C00578,2024-05-16,West,Electronics,241.68,12.32,3,80,7,0,3
C00214,2024-05-16,North,Fashion,76.15,15.68,5,33,6,0,4
C00217,2024-05-17,North,Electronics,172.81,6.4,3,28,6,0,4
C00267,2024-05-17,West,Fashion,41.57,11.03,2,104,7,0,4
C00337,2024-05-17,South,Sports,64.74,18.38,3,68,3,1,4
C00110,2024-05-18,West,Electronics,232.53,16.64,3,20,4,0,4
C00508,2024-05-18,East,Fashion,73.97,13.12,1,34,3,0,4
C00090,2024-05-18,North,Sports,42.24,21.14,5,53,3,1,4
C00549,2024-05-18,North,Beauty,43.02,19.62,5,82,4,0,3
C00593,2024-05-19,West,Beauty,43.85,11.16,3,48,5,0,4
C00112,2024-05-20,North,Beauty,30.0,20.14,5,34,5,0,4
C00511,2024-05-20,East,Beauty,67.17,5.89,4,50,4,0,3
C00376,2024-05-20,South,Home,98.33,7.83,4,51,6,0,4
C00556,2024-05-21,West,Electronics,168.21,9.74,4,26,3,0,4
C00429,2024-05-21,North,Electronics,262.4,11.84,5,129,4,1,2
C00346,2024-05-21,East,Fashion,62.26,0.0,4,62,4,0,4
C00091,2024-05-22,West,Electronics,190.71,6.06,2,76,5,0,4
C00472,2024-05-22,East,Sports,50.79,15.65,4,84,8,0,4
C00319,2024-05-22,North,Fashion,57.32,8.28,6,149,4,0,3
C00428,2024-05-22,East,Fashion,52.11,5.87,3,88,10,0,3
C00686,2024-05-23,North,Sports,92.38,8.84,5,59,7,1,3
C00290,2024-05-23,North,Home,110.73,18.83,1,32,5,0,3
C00041,2024-05-23,West,Home,91.73,9.12,2,101,6,0,4
C00629,2024-05-24,West,Home,102.15,14.03,3,48,7,0,4
C00650,2024-05-24,East,Electronics,80.07,32.04,5,6,5,0,3
C00087,2024-05-25,South,Electronics,216.55,4.07,3,72,8,0,4
C00511,2024-05-25,South,Home,120.37,12.82,6,91,5,1,2
C00213,2024-05-26,South,Sports,69.07,24.88,4,86,5,0,3
C00471,2024-05-26,East,Beauty,47.88,13.03,4,68,3,1,3
C00389,2024-05-26,North,Electronics,117.39,13.84,4,69,7,0,4
C00597,2024-05-26,South,Sports,119.18,8.05,3,100,4,0,3
C00097,2024-05-26,East,Home,148.93,12.39,3,12,6,0,4
C00318,2024-05-27,North,Electronics,189.84,13.17,6,66,4,0,3
C00201,2024-05-27,East,Electronics,205.23,21.73,4,79,4,0,3
C00609,2024-05-27,East,Home,49.54,5.77,4,72,5,1,3
C00672,2024-05-27,North,Home,68.4,18.25,4,20,9,0,4
C00640,2024-05-28,West,Beauty,42.16,8.3,2,22,5,0,4
C00606,2024-05-28,East,Fashion,59.58,10.79,4,32,7,0,3
C00634,2024-05-28,West,Electronics,182.39,7.69,5,68,7,1,3
C00073,2024-05-28,East,Sports,65.25,14.15,4,75,4,0,3
C00106,2024-05-28,West,Fashion,86.01,0.0,3,76,7,0,4
C00108,2024-05-29,West,Sports,82.82,9.84,1,86,7,0,4
C00589,2024-05-29,South,Fashion,56.16,20.7,4,37,3,0,5
C00062,2024-05-29,West,Electronics,205.78,0.0,4,80,6,0,3
C00423,2024-05-30,East,Beauty,42.36,17.1,3,26,6,0,4
C00037,2024-05-30,West,Electronics,192.36,10.09,3,67,6,0,4
C00670,2024-05-30,North,Fashion,77.89,11.05,4,49,5,1,3
C00124,2024-05-31,North,Beauty,33.45,18.77,2,93,4,1,3
C00398,2024-05-31,West,Sports,158.08,10.28,5,66,5,0,3
C00175,2024-06-01,West,Electronics,142.65,6.26,3,10,7,0,4
C00650,2024-06-01,East,Home,100.91,12.69,3,56,4,0,4
C00600,2024-06-01,North,Electronics,198.06,14.64,3,110,6,1,3
C00388,2024-06-01,West,Electronics,173.21,17.98,7,50,2,0,3
C00412,2024-06-02,North,Beauty,56.64,8.49,4,19,4,0,3
C00479,2024-06-02,North,Beauty,54.9,24.4,3,69,10,0,3
C00623,2024-06-03,South,Electronics,251.49,11.53,3,16,7,0,5
C00220,2024-06-03,North,Fashion,79.7,6.36,3,25,5,0,4
C00500,2024-06-03,South,Beauty,87.77,2.81,2,25,3,0,4
C00608,2024-06-03,North,Electronics,224.79,12.19,3,37,5,0,5
C00504,2024-06-03,North,Home,123.09,11.12,2,76,7,1,4
C00353,2024-06-03,East,Beauty,37.52,28.95,3,61,2,0,4
C00683,2024-06-03,North,Beauty,44.68,27.11,2,17,7,1,4
C00021,2024-06-04,East,Fashion,61.4,8.57,5,130,6,0,4
C00381,2024-06-05,North,Fashion,61.49,13.86,3,74,2,0,3
C00668,2024-06-05,West,Fashion,43.54,5.05,2,71,8,0,3
C00078,2024-06-06,East,Electronics,80.26,14.31,3,126,4,0,4
C00097,2024-06-06,South,Home,132.53,17.23,6,23,8,0,3
C00226,2024-06-06,West,Sports,61.26,22.99,6,72,7,0,4
C00625,2024-06-06,East,Home,83.62,15.27,5,23,1,0,3
C00372,2024-06-07,North,Sports,128.72,27.69,4,39,4,0,3
C00004,2024-06-07,North,Home,91.14,19.28,5,37,5,1,4
C00485,2024-06-07,West,Fashion,64.57,10.17,3,27,8,0,4
C00041,2024-06-07,East,Fashion,73.87,6.18,3,29,1,1,4
C00337,2024-06-08,West,Electronics,178.92,7.64,4,72,6,0,3
C00185,2024-06-08,South,Fashion,36.62,12.62,5,161,6,1,4
C00060,2024-06-08,West,Sports,48.14,12.51,4,137,4,1,3
C00355,2024-06-08,West,Electronics,124.06,7.04,1,46,4,0,4
C00481,2024-06-08,East,Fashion,122.16,13.11,2,70,7,0,4
C00429,2024-06-09,South,Fashion,51.59,5.57,3,72,5,0,4
C00003,2024-06-09,West,Home,70.57,5.02,3,14,6,0,4
C00640,2024-06-09,West,Home,81.89,9.43,5,180,3,1,4
C00095,2024-06-09,South,Home,130.2,11.98,2,69,5,0,4
C00500,2024-06-09,North,Electronics,137.08,11.11,5,78,7,0,4
C00551,2024-06-10,North,Home,81.32,21.0,5,29,8,1,3
C00188,2024-06-10,West,Home,79.61,2.57,2,69,7,0,4
C00246,2024-06-10,West,Electronics,97.82,13.45,4,117,2,0,4
C00620,2024-06-11,North,Fashion,81.07,14.97,3,84,8,0,3
C00502,2024-06-11,South,Fashion,91.38,1.33,3,50,6,0,4
C00382,2024-06-12,East,Fashion,130.64,0.0,3,102,6,0,4
C00502,2024-06-12,North,Fashion,158.48,9.75,5,23,2,0,3
C00635,2024-06-12,South,Beauty,39.87,20.4,2,12,8,0,4
C00194,2024-06-13,West,Fashion,92.14,19.52,2,110,3,0,3
C00069,2024-06-13,East,Home,67.93,9.38,5,72,8,0,3
C00401,2024-06-13,West,Fashion,65.45,18.4,4,86,5,0,3
C00002,2024-06-13,East,Sports,68.34,7.39,3,21,5,0,4
C00011,2024-06-13,North,Fashion,55.16,4.25,1,16,4,0,4
C00039,2024-06-14,North,Sports,81.93,14.4,7,86,6,0,4
C00514,2024-06-14,North,Home,116.71,21.68,7,31,7,0,4
C00043,2024-06-15,North,Beauty,39.87,20.94,5,75,9,0,3
C00690,2024-06-15,West,Home,95.77,24.58,5,21,4,0,3
C00619,2024-06-15,East,Beauty,32.91,15.6,4,47,2,0,4
C00651,2024-06-15,East,Fashion,128.3,4.28,5,35,4,0,4
C00455,2024-06-16,North,Beauty,76.6,18.43,6,76,7,0,3
C00045,2024-06-16,North,Fashion,61.68,20.55,4,98,5,0,3
C00075,2024-06-16,West,Beauty,83.67,17.27,3,59,6,1,3
C00276,2024-06-17,South,Home,154.16,6.39,3,12,4,0,5
C00482,2024-06-17,North,Beauty,142.46,10.31,5,88,4,1,2
C00542,2024-06-17,West,Electronics,115.46,5.0,2,48,8,0,5
C00371,2024-06-18,South,Fashion,53.26,9.28,5,25,5,0,4
C00458,2024-06-19,West,Sports,118.21,13.96,5,69,3,0,3
C00098,2024-06-19,South,Electronics,156.93,15.46,4,21,8,0,4
C00227,2024-06-20,North,Home,194.92,2.1,3,70,6,0,4
C00313,2024-06-20,South,Fashion,58.3,24.32,5,133,6,0,3
C00061,2024-06-20,North,Electronics,137.59,12.94,5,28,8,0,4
C00676,2024-06-20,East,Electronics,125.65,1.63,3,12,4,0,4
C00692,2024-06-20,East,Electronics,147.89,10.32,3,59,5,0,4
C00471,2024-06-21,East,Fashion,95.09,9.93,4,56,4,1,3
C00597,2024-06-21,West,Home,85.64,5.09,3,12,6,0,5
C00594,2024-06-21,South,Sports,41.39,5.5,2,170,4,0,4
C00457,2024-06-21,North,Fashion,50.96,13.11,3,28,6,0,4
C00232,2024-06-21,South,Sports,93.07,19.41,3,52,9,0,4
C00603,2024-06-21,North,Sports,87.69,11.93,7,111,5,0,3
C00239,2024-06-21,South,Sports,74.32,26.72,4,26,7,0,4
C00110,2024-06-21,South,Beauty,103.56,15.09,4,74,5,1,3
C00605,2024-06-21,East,Electronics,118.33,14.53,7,33,7,0,3
C00482,2024-06-21,West,Home,61.29,8.76,4,40,8,0,3
C00108,2024-06-22,West,Fashion,61.42,9.86,3,122,5,0,4
C00185,2024-06-22,North,Fashion,51.82,5.15,2,61,7,0,5
C00608,2024-06-22,West,Fashion,39.03,9.52,5,57,5,0,4
C00004,2024-06-22,East,Beauty,42.7,9.64,6,29,5,0,3
C00137,2024-06-22,East,Fashion,67.81,22.4,5,31,11,0,3
C00402,2024-06-22,North,Sports,89.98,9.8,4,58,5,0,3
C00395,2024-06-22,West,Electronics,173.58,3.92,3,64,5,0,5
C00112,2024-06-22,North,Fashion,74.42,2.77,6,135,5,1,4
C00460,2024-06-23,South,Fashion,44.72,15.38,3,39,4,0,4
C00392,2024-06-24,West,Electronics,159.21,28.24,2,64,8,0,4
C00156,2024-06-24,North,Beauty,53.38,12.14,4,169,6,0,4
C00042,2024-06-24,East,Electronics,98.66,10.93,4,143,8,1,4
C00186,2024-06-25,North,Fashion,62.58,17.46,5,25,7,1,3
C00561,2024-06-25,North,Fashion,52.36,18.02,3,32,8,0,5
C00070,2024-06-25,West,Electronics,93.49,2.9,5,75,4,0,3
C00656,2024-06-26,West,Beauty,40.63,14.93,2,9,7,0,5
C00104,2024-06-26,South,Sports,129.15,13.24,3,62,3,0,5
C00212,2024-06-26,North,Electronics,76.58,14.98,3,41,7,1,4
C00297,2024-06-26,West,Sports,60.74,20.39,5,45,6,1,4
C00470,2024-06-26,North,Home,115.47,7.43,4,51,3,0,5
C00132,2024-06-27,West,Home,116.87,16.72,6,28,8,0,3
C00195,2024-06-27,East,Sports,65.09,7.31,4,42,8,0,3
C00493,2024-06-27,North,Electronics,119.59,14.46,5,12,5,0,3
C00529,2024-06-27,North,Electronics,132.49,13.36,5,95,4,0,4
C00394,2024-06-28,East,Home,103.47,10.99,4,44,12,0,4
C00099,2024-06-28,East,Home,73.2,14.38,2,27,3,0,4
C00633,2024-06-28,North,Fashion,93.82,12.06,4,32,6,0,4
C00091,2024-06-28,West,Electronics,162.85,20.56,5,60,6,0,3
C00553,2024-06-28,West,Electronics,120.27,15.19,3,15,10,1,4
C00437,2024-06-28,West,Home,74.79,19.39,2,12,8,0,4
C00511,2024-06-29,North,Beauty,54.2,15.71,6,65,5,0,3
C00175,2024-06-29,West,Electronics,67.88,15.75,5,36,8,0,3
C00679,2024-06-30,East,Fashion,88.68,8.99,4,52,4,0,4
C00050,2024-06-30,South,Home,62.98,16.93,5,38,5,1,3
C00109,2024-06-30,North,Electronics,199.17,15.22,3,64,6,0,3
C00473,2024-07-01,East,Home,65.6,16.8,5,38,4,1,3
C00342,2024-07-01,South,Fashion,54.73,9.12,3,14,7,0,4
C00269,2024-07-01,West,Electronics,198.77,11.45,6,35,3,0,3
C00271,2024-07-01,West,Sports,84.86,7.73,1,32,6,0,4
C00301,2024-07-02,East,Home,91.56,11.8,3,41,5,1,3
C00556,2024-07-02,North,Sports,48.33,10.59,3,16,5,0,4
C00493,2024-07-02,West,Beauty,32.98,24.01,5,81,6,0,4
C00504,2024-07-02,South,Fashion,70.73,23.5,6,58,4,0,3
C00341,2024-07-02,West,Electronics,150.48,18.29,5,44,7,0,4
C00305,2024-07-03,South,Beauty,30.5,18.06,3,20,5,0,5
C00348,2024-07-03,East,Beauty,56.62,10.73,5,180,5,0,4
C00085,2024-07-04,North,Electronics,77.14,19.09,3,17,2,0,3
C00239,2024-07-04,South,Home,54.61,1.75,3,93,8,0,3
C00695,2024-07-05,North,Electronics,198.23,3.7,6,47,3,0,4
C00613,2024-07-05,East,Sports,85.17,5.17,2,16,7,0,4
C00062,2024-07-05,North,Sports,51.61,14.93,1,43,5,0,4
C00421,2024-07-06,East,Sports,108.69,15.67,5,114,5,0,4
C00178,2024-07-06,West,Beauty,52.17,22.14,1,84,3,0,5
C00597,2024-07-07,West,Fashion,56.03,6.6,3,154,5,0,4
C00298,2024-07-07,South,Sports,135.35,9.48,4,96,5,1,3
C00112,2024-07-07,North,Home,145.19,13.58,3,37,7,0,4
C00166,2024-07-08,East,Sports,45.34,10.19,3,17,5,0,4
C00572,2024-07-08,West,Home,101.52,8.46,3,25,4,0,5
C00172,2024-07-08,West,Beauty,31.4,15.49,3,84,5,0,4
C00427,2024-07-08,West,Home,55.74,16.87,5,84,5,0,3
C00637,2024-07-08,West,Electronics,75.19,2.39,4,74,7,0,4
C00651,2024-07-08,South,Home,103.69,1.15,2,37,5,1,3
C00588,2024-07-08,West,Home,47.99,13.83,2,20,9,0,4
C00521,2024-07-09,North,Fashion,62.15,19.89,3,102,6,1,3
C00227,2024-07-10,South,Electronics,168.23,5.5,5,65,4,0,3
C00531,2024-07-10,East,Sports,64.47,8.82,3,29,9,0,4
C00235,2024-07-10,North,Electronics,141.59,8.06,4,64,5,0,4
C00257,2024-07-10,West,Beauty,47.32,3.59,4,60,5,0,4
C00245,2024-07-10,North,Fashion,56.33,15.51,2,55,3,1,3
C00332,2024-07-11,East,Home,143.86,18.38,5,147,8,0,4
C00327,2024-07-12,North,Fashion,71.41,8.71,3,63,6,0,4
C00668,2024-07-12,South,Electronics,143.9,2.35,1,105,4,0,4
C00387,2024-07-14,East,Fashion,113.85,18.23,4,55,5,0,4
C00019,2024-07-14,East,Fashion,132.17,9.36,5,130,8,0,4
C00521,2024-07-15,South,Home,61.78,14.35,2,61,8,0,4
C00124,2024-07-15,West,Beauty,40.63,11.04,3,57,8,0,4
C00510,2024-07-15,East,Fashion,44.96,5.67,4,62,4,0,3
C00108,2024-07-15,South,Fashion,97.7,12.47,6,68,8,0,3
C00431,2024-07-17,East,Home,117.01,24.99,4,49,8,0,4
C00390,2024-07-17,East,Home,65.55,0.77,6,66,3,0,3
C00081,2024-07-17,South,Fashion,84.96,8.41,3,47,5,0,5
C00519,2024-07-18,South,Fashion,53.19,12.38,4,94,9,0,3
C00087,2024-07-18,North,Beauty,39.87,11.81,4,18,6,0,4
C00529,2024-07-18,West,Electronics,189.07,12.84,3,49,6,0,4
C00184,2024-07-18,North,Sports,68.63,13.43,5,57,3,0,3
C00201,2024-07-18,West,Beauty,31.89,2.16,3,166,7,0,4
C00621,2024-07-19,South,Electronics,165.81,10.13,3,94,9,0,4
C00383,2024-07-19,South,Beauty,43.79,6.0,5,53,2,0,3
C00677,2024-07-19,North,Fashion,51.28,0.0,3,46,10,0,4
C00111,2024-07-19,South,Fashion,38.67,5.47,3,58,3,0,3
C00434,2024-07-19,West,Fashion,49.63,12.55,6,90,4,0,4
C00099,2024-07-19,South,Electronics,185.15,14.66,5,104,2,0,3
C00565,2024-07-19,South,Home,73.3,5.09,4,18,3,0,4
C00596,2024-07-19,North,Fashion,117.32,15.18,4,58,5,0,3
C00617,2024-07-19,North,Sports,143.94,9.79,3,27,5,0,5
C00587,2024-07-20,North,Beauty,34.1,3.21,3,29,5,0,4
C00481,2024-07-20,East,Home,81.17,15.21,3,99,6,1,4
C00208,2024-07-20,North,Electronics,193.74,7.85,1,84,7,1,4
C00426,2024-07-20,West,Beauty,51.48,14.44,4,38,8,0,4
C00125,2024-07-21,West,Fashion,96.2,1.91,7,60,5,0,4
C00429,2024-07-21,South,Fashion,49.36,14.86,5,180,6,1,4
C00135,2024-07-21,West,Fashion,53.45,14.1,3,61,5,0,4
C00526,2024-07-22,East,Home,99.89,21.17,2,69,2,0,3
C00159,2024-07-22,North,Home,142.29,8.47,5,104,7,0,4
C00569,2024-07-22,West,Fashion,66.35,8.65,4,47,4,0,3
C00105,2024-07-23,North,Fashion,43.6,3.4,4,67,10,0,3
C00093,2024-07-23,East,Home,95.8,4.03,5,36,4,0,3
C00617,2024-07-23,West,Home,107.63,12.73,6,30,6,0,3
C00199,2024-07-23,North,Beauty,38.12,24.48,1,72,5,0,4
C00311,2024-07-24,South,Home,106.93,13.85,2,42,5,0,5
C00282,2024-07-24,North,Home,89.51,9.45,3,93,4,0,3
C00561,2024-07-24,East,Electronics,169.54,8.6,3,42,4,0,4
C00022,2024-07-24,West,Home,141.18,10.36,2,62,4,0,3
C00449,2024-07-24,South,Home,159.21,17.53,5,31,6,0,3
C00224,2024-07-24,East,Electronics,134.01,0.0,1,129,8,1,4
C00463,2024-07-25,South,Fashion,38.64,8.44,5,19,4,0,4
C00206,2024-07-25,South,Beauty,38.76,7.23,3,34,3,0,4
C00534,2024-07-25,East,Fashion,78.05,17.11,3,66,4,0,2
C00019,2024-07-26,South,Sports,52.57,25.12,2,47,3,0,4
C00114,2024-07-26,North,Home,62.88,3.66,5,19,7,0,3
C00218,2024-07-26,West,Fashion,49.53,0.0,5,64,6,0,3
C00062,2024-07-26,West,Home,87.21,5.94,4,58,5,0,4
C00002,2024-07-26,North,Home,80.16,10.3,5,45,7,0,4
C00363,2024-07-26,South,Fashion,78.56,9.92,1,83,5,1,5
C00231,2024-07-27,West,Sports,86.43,8.46,4,101,6,0,4
C00396,2024-07-27,West,Home,106.65,0.59,5,46,5,0,4
C00315,2024-07-27,West,Home,43.53,1.92,2,9,4,0,4
C00428,2024-07-28,West,Home,88.85,9.48,3,24,3,1,2
C00232,2024-07-28,South,Home,74.93,8.47,3,34,4,0,4
C00038,2024-07-28,East,Fashion,47.53,1.19,4,81,7,1,2
C00027,2024-07-28,South,Beauty,74.26,12.25,5,29,11,0,3
C00249,2024-07-29,South,Fashion,40.89,26.35,4,10,5,0,2
C00209,2024-07-29,South,Fashion,89.85,11.14,3,39,10,0,4
C00343,2024-07-29,South,Beauty,29.03,13.25,1,46,11,0,4
C00148,2024-07-29,North,Fashion,53.27,22.14,2,104,8,0,4
C00307,2024-07-29,West,Electronics,215.96,2.82,4,27,7,0,4
C00422,2024-07-30,South,Home,70.86,6.46,2,48,3,0,4
C00553,2024-07-30,South,Beauty,54.83,17.32,1,28,4,0,3
C00379,2024-07-30,South,Beauty,46.62,5.24,3,94,8,0,3
C00554,2024-07-31,North,Sports,73.65,6.51,3,41,6,0,4
C00199,2024-07-31,North,Fashion,83.67,1.18,4,131,1,1,3
C00239,2024-08-01,South,Electronics,199.27,0.0,3,43,7,0,5
C00433,2024-08-01,North,Beauty,34.45,10.36,4,148,5,0,4
C00297,2024-08-02,West,Home,47.49,2.16,4,31,8,0,4
C00256,2024-08-02,North,Home,54.61,12.57,3,47,4,0,3
C00303,2024-08-02,South,Fashion,48.39,15.9,4,30,2,0,4
C00472,2024-08-03,East,Beauty,72.06,13.87,4,27,7,0,4
C00668,2024-08-03,West,Electronics,178.2,19.63,6,75,5,0,3
C00419,2024-08-03,East,Electronics,181.55,4.34,2,24,7,1,2
C00195,2024-08-03,North,Beauty,97.11,13.47,5,14,7,0,3
C00538,2024-08-03,West,Fashion,88.91,3.47,5,39,4,0,4
C00473,2024-08-04,East,Sports,73.85,6.29,5,9,4,0,5
C00101,2024-08-04,North,Fashion,57.85,15.88,2,138,6,0,4
C00548,2024-08-05,South,Home,260.54,2.37,3,74,8,1,4
C00645,2024-08-05,East,Home,110.05,19.47,5,84,6,0,4
C00526,2024-08-05,North,Electronics,141.87,11.91,6,76,6,1,2
C00154,2024-08-05,East,Home,79.67,23.05,2,101,7,0,5
C00555,2024-08-06,South,Home,82.84,22.21,4,111,4,0,3
C00553,2024-08-06,West,Electronics,83.73,24.1,5,30,5,0,5
C00535,2024-08-06,South,Sports,119.85,9.7,2,59,8,1,4
C00378,2024-08-06,East,Home,141.88,17.82,2,65,5,0,4
C00160,2024-08-07,North,Fashion,150.38,5.79,5,81,2,0,3
C00612,2024-08-07,North,Electronics,86.99,12.56,3,46,3,1,4
C00503,2024-08-07,North,Electronics,186.2,13.25,3,41,3,0,4
C00395,2024-08-08,West,Home,71.11,10.52,5,52,6,0,3
C00574,2024-08-08,East,Beauty,64.23,10.31,5,34,3,0,5
C00202,2024-08-08,East,Fashion,38.93,14.45,3,102,10,0,4
C00699,2024-08-08,North,Beauty,24.63,12.05,3,60,1,0,4
C00071,2024-08-08,West,Beauty,86.35,8.99,6,51,8,0,3
C00591,2024-08-09,West,Fashion,49.44,13.68,5,58,4,0,3
C00243,2024-08-09,West,Home,79.76,18.16,5,14,7,0,4
C00009,2024-08-09,North,Fashion,71.65,21.87,6,24,7,0,3
C00249,2024-08-09,North,Sports,101.48,5.89,3,104,7,0,5
C00691,2024-08-10,East,Fashion,43.02,4.13,3,72,14,0,4
C00057,2024-08-11,East,Home,51.16,15.74,4,74,4,0,3
C00653,2024-08-12,North,Electronics,204.48,12.02,5,20,6,0,4
C00266,2024-08-12,South,Fashion,59.38,15.86,4,20,8,0,4
C00140,2024-08-12,West,Sports,94.12,10.81,4,92,8,0,5
C00240,2024-08-12,South,Beauty,53.7,6.11,7,16,4,0,4
C00118,2024-08-12,South,Electronics,158.89,18.9,3,45,8,1,3
C00143,2024-08-12,South,Electronics,264.94,10.47,4,96,7,0,4
C00656,2024-08-13,West,Beauty,51.17,1.51,4,122,7,1,4
C00125,2024-08-13,West,Electronics,62.81,11.66,4,77,6,0,4
C00370,2024-08-13,North,Fashion,67.54,0.0,2,43,3,0,4
C00035,2024-08-13,East,Beauty,56.81,0.0,5,27,3,0,3
C00149,2024-08-13,West,Sports,102.26,8.06,6,33,7,0,3
C00250,2024-08-13,West,Home,168.76,1.59,2,68,5,0,3
C00101,2024-08-14,North,Fashion,70.72,2.69,5,100,3,1,3
C00485,2024-08-14,North,Home,81.72,10.08,3,40,6,1,3
C00093,2024-08-15,South,Fashion,109.96,8.09,4,148,5,0,3
C00402,2024-08-15,West,Sports,105.93,5.7,5,110,6,1,4
C00559,2024-08-17,West,Electronics,106.44,14.35,5,28,6,0,4
C00453,2024-08-17,South,Fashion,58.36,13.55,5,110,8,0,4
C00232,2024-08-18,West,Sports,83.84,14.8,5,60,7,0,3
C00339,2024-08-18,North,Beauty,36.48,15.87,4,111,5,0,4
C00019,2024-08-18,West,Home,91.63,16.49,2,48,7,0,3
C00017,2024-08-19,East,Beauty,46.11,14.97,6,12,6,0,4
C00104,2024-08-19,West,Sports,56.1,8.47,2,136,6,0,3
C00107,2024-08-19,North,Electronics,312.72,14.54,4,95,3,0,3
C00310,2024-08-19,West,Fashion,51.49,15.76,4,21,11,0,4
C00235,2024-08-19,South,Fashion,91.82,14.19,4,41,5,1,4
C00024,2024-08-19,West,Fashion,127.84,17.92,4,17,8,0,4
C00596,2024-08-19,South,Home,81.41,16.87,5,16,3,0,3
C00079,2024-08-20,East,Electronics,59.4,2.05,4,74,9,0,4
C00018,2024-08-20,West,Fashion,94.37,10.7,2,62,8,0,4
C00562,2024-08-20,South,Electronics,205.74,2.03,5,34,6,1,4
C00539,2024-08-21,West,Home,59.93,24.57,5,45,5,1,4
C00362,2024-08-21,North,Sports,56.73,11.96,1,18,5,1,2
C00691,2024-08-21,West,Fashion,65.8,6.07,5,51,8,1,3
C00160,2024-08-21,North,Electronics,199.85,3.43,6,35,6,1,4
